1436476220137517056,1236468067963568129,1
1399334978807271427,1236468067963568129,1
227492857,1236468067963568129,1
4776380363,1236468067963568129,1
604943966,1236468067963568129,1
445754812,1236468067963568129,1
1019341022827024384,1236468067963568129,1
1203323317,1236468067963568129,1
2977348702,1236468067963568129,1
1078728242675269632,1236468067963568129,1
925114806251802624,1236468067963568129,1
17161050,1236468067963568129,1
830014045658812417,1236468067963568129,1
1298993684046680070,1236468067963568129,1
1436476220137517056,1303225727492341761,1
1436476220137517056,1194355403770851328,1
1436476220137517056,1436198898205331456,1
1436476220137517056,1065290099066318848,1
1436476220137517056,1455073386888060929,1
1436476220137517056,1364755772471713799,1
1436476220137517056,128264024,1
1436476220137517056,1444965535708499968,1
1436476220137517056,1445269355827191817,1
1399334978807271427,1418514919654367236,1
1399334978807271427,1048291789663346688,1
1399334978807271427,1151244771421118465,1
1399334978807271427,1267263621924446208,1
1399334978807271427,1163407347403960321,1
227492857,1212051507241242624,1
4776380363,1353639412245045249,1
4776380363,1293658199904616455,1
4776380363,1265688353359319041,1
4776380363,1356511906413105153,1
4776380363,1359539737913081858,1
4776380363,1386584013473730562,1
4776380363,1125406526041149441,1
4776380363,1275956452784517120,1
604943966,1349010690611294208,1
604943966,1113939653114114048,1
604943966,1230956746601975808,1
604943966,1212931737459810309,1
604943966,986650956778672128,1
445754812,1442637333300449280,1
445754812,1106795814431522816,1
445754812,1417585273924423685,1
445754812,1418202228784091137,1
445754812,1271752942320791557,1
445754812,1273738231624933376,1
1019341022827024384,216797884,1
1019341022827024384,1345094694422933505,1
1203323317,1345094694422933505,1
1203323317,1237834151694303234,1
1203323317,1233998285779632128,1
2977348702,1267965275380514819,1
2977348702,706696973345107968,1
2977348702,1237834151694303234,1
2977348702,1220869298631200769,1
2977348702,1234434103082180609,1
2977348702,1233998285779632128,1
1078728242675269632,1258740527828103168,1
1078728242675269632,1374547557838299139,1
1078728242675269632,1352630733114810369,1
1078728242675269632,715516108711862277,1
1078728242675269632,1355258397604655109,1
1078728242675269632,1357048755669905409,1
1078728242675269632,218521804,1
1078728242675269632,233517511,1
1078728242675269632,234877184,1
1078728242675269632,746607545003847680,1
925114806251802624,776933960240672769,1
925114806251802624,1265434840196759553,1
17161050,1220869298631200769,1
17161050,1238873758506668036,1
17161050,2013554,1
17161050,1306978866326536192,1
17161050,1160299342537867264,1
17161050,1242019425135493121,1
1298993684046680070,1445269355827191817,1
1298993684046680070,1252719496361472000,1
1298993684046680070,1383435098855383047,1
1298993684046680070,1019606487910371329,1
1298993684046680070,231216162,1
1298993684046680070,1314243939386486784,1
1298993684046680070,722104393097691136,1
1298993684046680070,821642293300043776,1
1298993684046680070,184933799,1
53936897,187641,1
93354926,187641,1
50993731,187641,1
2350182300,187641,1
247332938,187641,1
50993731,766970499394002944,1
50993731,1087054163840765953,1
2350182300,743271290295844864,1
247332938,1267869574139125760,1
247332938,784130,1
53936897,2835675,1
14352430,2835675,1
164386441,2835675,1
14352430,17943645,1
164386441,64204223,1
2670402421,1178794,1
735191785,1178794,1
1699871916,1178794,1
2176525802,1178794,1
335538600,1178794,1
121300501,1178794,1
44474920,1178794,1
1519055582,1178794,1
2670402421,80904798,1
2670402421,202747163,1
735191785,50388944,1
735191785,119252475,1
735191785,105786646,1
735191785,1252345575736881161,1
735191785,116568441,1
735191785,62418533,1
735191785,4473627,1
1699871916,216875802,1
1699871916,65514201,1
2176525802,925507462899425280,1
2176525802,1214079832889294849,1
2176525802,1273449075933937666,1
2176525802,902904319388913664,1
2176525802,1093561927329042432,1
2176525802,1182323037930168329,1
335538600,40823032,1
121300501,90043675,1
121300501,1044033487890722817,1
121300501,1046602514911584256,1
44474920,62418533,1
44474920,62427763,1
44474920,62420941,1
44474920,75355972,1
1519055582,45182816,1
1519055582,22450815,1
42506440,15276,1
859665235,15276,1
1379682277,15276,1
740365008,15276,1
42506440,982733906993491968,1
42506440,41214041,1
42506440,1102650643733536768,1
859665235,1135148379355459584,1
1379682277,1355419170930712577,1
740365008,1196620736133287936,1
740365008,1341427994351587331,1
1423435571133779968,7100,1
533886512,7100,1
69017389,7100,1
148559999,7100,1
1382004301984362496,7100,1
1178788188011339776,7100,1
1412997982186844160,7100,1
4243206739,7100,1
3782156306,7100,1
310273490,7100,1
779451,7100,1
288894265,7100,1
533886512,1073407660337188865,1
533886512,1432494788876587011,1
533886512,1365676237558059010,1
148559999,144748104,1
148559999,1073407660337188865,1
148559999,1430283423642497027,1
1382004301984362496,31748,1
1382004301984362496,126109919,1
1382004301984362496,199798310,1
1382004301984362496,810352678735781888,1
1382004301984362496,1075604107556081665,1
1382004301984362496,1368422412346396673,1
1382004301984362496,1154026663539200001,1
1178788188011339776,1445133647284162561,1
1178788188011339776,1400543112292933636,1
1178788188011339776,1073407660337188865,1
1412997982186844160,16773629,1
1412997982186844160,8020,1
4243206739,144748104,1
4243206739,8020,1
4243206739,1073407660337188865,1
3782156306,1443222618778177537,1
3782156306,1359007666236891136,1
3782156306,1311718915249254401,1
310273490,1423479961239818241,1
310273490,1431895298641743873,1
310273490,1412205190619582464,1
310273490,8020,1
779451,7450,1
779451,1307409726343389189,1
288894265,1378302092264226816,1
288894265,1298752853066964992,1
288894265,1330439923606966272,1
288894265,1348999074117275649,1
288894265,1301321007097982977,1
408092457,1433448123142115329,1
1367363669189795842,1433448123142115329,1
751789089700077568,1433448123142115329,1
2570836322,1433448123142115329,1
1283822688524554240,1433448123142115329,1
17736967,1433448123142115329,1
1441487286483525634,1433448123142115329,1
631770998,1433448123142115329,1
16620841,1433448123142115329,1
209274125,1433448123142115329,1
1378666119913857025,1433448123142115329,1
408092457,1411764320271319042,1
408092457,1339889757208371200,1
408092457,79755750,1
408092457,68365941,1
408092457,7450,1
408092457,42989477,1
1367363669189795842,1414653859151159296,1
1367363669189795842,1412845772890992641,1
1367363669189795842,1386102917581656067,1
1367363669189795842,1073407660337188865,1
751789089700077568,1411764320271319042,1
751789089700077568,1426520861473873921,1
751789089700077568,1445176802952024064,1
2570836322,1411764320271319042,1
2570836322,1019194668498718720,1
2570836322,1260586038663184387,1
1283822688524554240,1411764320271319042,1
1283822688524554240,1460714501368532992,1
1283822688524554240,1452853465210933252,1
1283822688524554240,1412205190619582464,1
17736967,1073407660337188865,1
17736967,1368422412346396673,1
17736967,1432350139063046147,1
17736967,1283027505297985536,1
17736967,144748104,1
17736967,1192102375814643718,1
17736967,1386419489651130369,1
1441487286483525634,1431074027964022785,1
1441487286483525634,1460714501368532992,1
1441487286483525634,1424455802958409731,1
631770998,1376636817089396750,1
631770998,132273369,1
631770998,1143694146835603456,1
16620841,1460714501368532992,1
16620841,1431074027964022785,1
16620841,1126803883811119104,1
16620841,932797920029659137,1
209274125,1368738285263159296,1
209274125,1348999074117275649,1
1378666119913857025,1460714501368532992,1
1378666119913857025,1431074027964022785,1
1378666119913857025,1403224643528540163,1
1378666119913857025,1319262366203318272,1
821721555981963268,1380544278477344769,1
1629891422,1380544278477344769,1
821721555981963268,1452853465210933252,1
821721555981963268,1433448123142115329,1
821721555981963268,1235659868565995520,1
1629891422,1431644343685763073,1
1629891422,1332826327846678534,1
1335043121265172481,1376243065149591555,1
1198922167318122496,1376243065149591555,1
1349076186467508228,1376243065149591555,1
266518490,1376243065149591555,1
23347826,1376243065149591555,1
913589067736059904,1376243065149591555,1
949142600899903488,1376243065149591555,1
1179274145709752320,1376243065149591555,1
2933899527,1376243065149591555,1
1450383729407537152,1376243065149591555,1
2248398172,1376243065149591555,1
1335043121265172481,906133394073034753,1
1198922167318122496,1358907325382295559,1
1198922167318122496,1450532056535085060,1
1198922167318122496,1395347442183413761,1
1198922167318122496,1447618000694169607,1
1198922167318122496,1333432316694302722,1
1349076186467508228,1096893712372776966,1
1349076186467508228,1209515575422210048,1
1349076186467508228,872272625615216640,1
1349076186467508228,1227324180909219841,1
266518490,1349703356676243457,1
266518490,1250123429509988354,1
23347826,1260623843237875712,1
23347826,1445422639900672003,1
23347826,1331221325948530689,1
23347826,1455073386888060929,1
23347826,1332255623728119808,1
23347826,1042864022859612161,1
23347826,929438959997894656,1
23347826,1399156070677946369,1
913589067736059904,1336335056244068352,1
913589067736059904,61230295,1
913589067736059904,1376414077581332480,1
913589067736059904,1296320614165295104,1
913589067736059904,1344693676371562496,1
913589067736059904,1211910791139606528,1
913589067736059904,1435443376732753923,1
913589067736059904,1293658199904616455,1
949142600899903488,1456546804703633442,1
949142600899903488,1393248422539399171,1
949142600899903488,65300524,1
949142600899903488,1446922522331602949,1
949142600899903488,1019606487910371329,1
949142600899903488,982733906993491968,1
949142600899903488,1192058740679364609,1
1179274145709752320,1332255623728119808,1
1179274145709752320,1251191931012595712,1
1179274145709752320,1331221325948530689,1
1179274145709752320,193483831,1
1179274145709752320,1448925884451282950,1
1179274145709752320,1296320614165295104,1
2933899527,1059396949835681792,1
2933899527,184873308,1
2933899527,223373071,1
2933899527,1275264431627415553,1
1450383729407537152,1445269355827191817,1
1450383729407537152,1393248422539399171,1
1450383729407537152,1192858791013949441,1
1450383729407537152,1297222433330442240,1
1450383729407537152,1260623843237875712,1
2248398172,1316656276881907712,1
2248398172,1262354389735481344,1
2248398172,1332255623728119808,1
2248398172,1456546804703633442,1
1431556516033798146,1242051147680096256,1
1365487108241113089,1242051147680096256,1
1365748983516299270,1242051147680096256,1
1367603084512395265,1242051147680096256,1
1398919287142764547,1242051147680096256,1
1415741709263294467,1242051147680096256,1
1368276403683291143,1242051147680096256,1
1395347096580988930,1242051147680096256,1
1398738446429130763,1242051147680096256,1
1415415996966260738,1242051147680096256,1
1363921185482883074,1242051147680096256,1
1431556516033798146,1445269355827191817,1
1431556516033798146,1041449813420589056,1
1431556516033798146,1456402667450765314,1
1431556516033798146,1217154591130816514,1
1431556516033798146,1349894626136662016,1
1431556516033798146,102825973,1
1365487108241113089,1010461079800045568,1
1365487108241113089,193483831,1
1365748983516299270,1445269355827191817,1
1365748983516299270,1251191931012595712,1
1365748983516299270,982733906993491968,1
1365748983516299270,1415962350713192450,1
1365748983516299270,1431029320336789507,1
1367603084512395265,1445269355827191817,1
1367603084512395265,1171057637292728320,1
1367603084512395265,1303225727492341761,1
1367603084512395265,1455073386888060929,1
1367603084512395265,1344693676371562496,1
1367603084512395265,1260623843237875712,1
1398919287142764547,1456402667450765314,1
1398919287142764547,1445269355827191817,1
1398919287142764547,193483831,1
1398919287142764547,1431029320336789507,1
1398919287142764547,1251191931012595712,1
1398919287142764547,1303708589933170688,1
1415741709263294467,1343054344413962253,1
1415741709263294467,788028775279783936,1
1368276403683291143,1384837613186699266,1
1368276403683291143,1010461079800045568,1
1395347096580988930,1047367034600751104,1
1395347096580988930,74272523,1
1395347096580988930,1436198898205331456,1
1395347096580988930,1305380097021673472,1
1395347096580988930,209068768,1
1395347096580988930,107023756,1
1398738446429130763,1303225727492341761,1
1398738446429130763,982733906993491968,1
1398738446429130763,1333432316694302722,1
1415415996966260738,1344693676371562496,1
1415415996966260738,206914735,1
1415415996966260738,1343054344413962253,1
1415415996966260738,852130103047966722,1
1363921185482883074,1440309172680097796,1
1363921185482883074,102825973,1
1363921185482883074,836152695056650240,1
1363921185482883074,1445422639900672003,1
1363921185482883074,193483831,1
1363921185482883074,1192058740679364609,1
1363921185482883074,128264024,1
1335043121265172481,1381229120420511744,1
1433708729166352384,1381229120420511744,1
1432773321016463362,1381229120420511744,1
1717079064,1381229120420511744,1
1397718201161551873,1381229120420511744,1
1313848051937800195,1381229120420511744,1
1427699157620379650,1381229120420511744,1
1433708729166352384,1424408379221368832,1
1433708729166352384,1409181262510690310,1
1433708729166352384,1446395660488433665,1
1433708729166352384,1433247596030488583,1
1432773321016463362,1278847813992869888,1
1432773321016463362,982733906993491968,1
1432773321016463362,224652556,1
1432773321016463362,1423257586032267265,1
1432773321016463362,1442567840914046983,1
1432773321016463362,1260216134835548161,1
1717079064,42857958,1
1717079064,35617915,1
1397718201161551873,224652556,1
1397718201161551873,1341914624371863552,1
1397718201161551873,1423257586032267265,1
1397718201161551873,1409181262510690310,1
1313848051937800195,1196017064600899585,1
1313848051937800195,1324282939694350337,1
1427699157620379650,56621426,1
1427699157620379650,1441461044610621445,1
1427699157620379650,1083037868929544199,1
1436958923970461697,1391348108324446209,1
1458089954303778818,1391348108324446209,1
1326653123067322369,1391348108324446209,1
1425634285848076293,1391348108324446209,1
1325833922383654913,1391348108324446209,1
1443997158131347457,1391348108324446209,1
1449762145453940739,1391348108324446209,1
1441999732302172160,1391348108324446209,1
226864230,1391348108324446209,1
1315267510682476546,1391348108324446209,1
1426447062678347783,1391348108324446209,1
1436958923970461697,1369619773202468866,1
1436958923970461697,209068768,1
1458089954303778818,195244414,1
1458089954303778818,1446395660488433665,1
1326653123067322369,1326535684291620865,1
1326653123067322369,1422653131717025793,1
1425634285848076293,1242051147680096256,1
1425634285848076293,1448925884451282950,1
1325833922383654913,1422653131717025793,1
1325833922383654913,1062239833727361025,1
1443997158131347457,1260623843237875712,1
1443997158131347457,1431029320336789507,1
1443997158131347457,1224007536388595712,1
1443997158131347457,1242051147680096256,1
1449762145453940739,1242051147680096256,1
1449762145453940739,1224007536388595712,1
1441999732302172160,1422653131717025793,1
1441999732302172160,108012173,1
1441999732302172160,1062239833727361025,1
226864230,1421430300408680450,1
226864230,1356268433386729472,1
226864230,1357048755669905409,1
226864230,1420035716269191171,1
